filename,true_label,pred_label,probability
764.pt,0,0,0.0027641141787171364
765.pt,0,0,0.005028502084314823
766.pt,1,1,1.0
767.pt,1,1,0.9998414516448975
768.pt,0,0,0.00011656255810521543
769.pt,1,1,0.9999997615814209
770.pt,0,0,0.0007998655783012509
771.pt,0,0,0.004446694627404213
772.pt,0,0,0.0015104832127690315
773.pt,0,0,0.0006838287808932364
774.pt,1,1,1.0
775.pt,1,1,1.0
776.pt,0,0,0.00036155403358861804
777.pt,0,0,0.0013350103981792927
778.pt,0,0,0.0006997855380177498
779.pt,0,0,0.0018944848561659455
780.pt,0,0,0.001492879237048328
781.pt,0,0,0.0006644951063208282
782.pt,0,0,0.00267056655138731
783.pt,1,1,0.9999996423721313
784.pt,1,1,0.999930739402771
785.pt,1,1,0.9982264637947083
786.pt,1,1,0.9975458979606628
787.pt,1,1,0.9999949932098389
788.pt,0,0,0.006525945849716663
789.pt,1,1,0.9999996423721313
790.pt,0,0,0.0055150301195681095
791.pt,0,0,0.010595953091979027
792.pt,0,0,0.0005110159981995821
793.pt,1,1,1.0
794.pt,0,0,0.00145643949508667
795.pt,0,0,0.0017878846265375614
796.pt,1,1,0.9999305009841919
797.pt,1,1,1.0
798.pt,1,1,1.0
799.pt,0,0,0.0020625158213078976
800.pt,0,0,0.0009455807157792151
801.pt,0,0,0.0009089836967177689
802.pt,0,0,0.00045927261817269027
803.pt,0,0,0.0007396074361167848
804.pt,0,0,0.0013885741354897618
805.pt,0,0,0.012696638703346252
806.pt,1,1,0.940449059009552
807.pt,0,0,0.0004320974985603243
808.pt,1,1,0.9958088397979736
809.pt,0,0,0.0005103826988488436
810.pt,0,0,0.005076972302049398
811.pt,0,0,0.0018731901654973626
812.pt,0,0,0.0003974752617068589
813.pt,0,0,0.0008917200029827654
814.pt,0,0,0.0017671333625912666
815.pt,0,0,0.0013926306273788214
816.pt,0,0,0.0030125898774713278
817.pt,0,0,0.0006182474317029119
818.pt,0,0,0.0003365149023011327
819.pt,0,0,0.0008607452618889511
820.pt,0,0,0.0009379672119393945
821.pt,0,0,0.0009562278282828629
822.pt,0,0,0.0015093962429091334
823.pt,0,0,0.00204651546664536
824.pt,0,0,0.003376289736479521
825.pt,0,0,0.001346011646091938
826.pt,0,0,0.0023846181575208902
827.pt,0,0,0.0015186151722446084
828.pt,0,0,0.001031887368299067
829.pt,0,0,0.0009634014568291605
830.pt,0,0,0.003959085326641798
831.pt,1,1,1.0
832.pt,1,1,0.7576983571052551
833.pt,1,1,0.9999754428863525
834.pt,0,0,0.003908395301550627
835.pt,0,0,0.0004397001466713846
836.pt,0,0,0.00041393929859623313
837.pt,0,0,0.00037997058825567365
838.pt,0,0,0.003695954568684101
839.pt,0,0,0.003208625130355358
840.pt,0,0,0.00039308908162638545
841.pt,0,0,0.00033564839395694435
842.pt,0,0,0.0008676626021042466
843.pt,1,1,0.9999990463256836
844.pt,1,1,1.0
845.pt,0,0,0.0003390856145415455
846.pt,0,0,0.0012409294722601771
847.pt,0,0,0.0002847518480848521
848.pt,1,0,0.06878779083490372
849.pt,0,0,0.0008006075513549149
850.pt,0,0,0.0011120293056592345
851.pt,0,0,0.0013944747624918818
852.pt,1,1,1.0
853.pt,1,1,0.9993133544921875
854.pt,0,0,0.0012143510393798351
855.pt,0,0,0.0014959500404074788
856.pt,1,1,0.9996616840362549
857.pt,1,1,1.0
858.pt,0,0,0.0021197814494371414
859.pt,0,0,0.0013719400158151984
860.pt,0,0,0.0005497770034708083
861.pt,0,0,0.0008631499367766082
862.pt,0,0,0.00012533500557765365
863.pt,0,0,0.0006652399315498769
864.pt,0,0,0.0022899562027305365
865.pt,0,0,0.0015307035064324737
866.pt,0,0,0.0007080865325406194
867.pt,0,0,0.00093164446298033
868.pt,0,0,0.00018116261344403028
869.pt,0,0,0.0016276458045467734
870.pt,0,0,0.007878342643380165
871.pt,0,0,0.0028239444363862276
872.pt,0,0,0.0011462997645139694
873.pt,0,0,0.000722356722690165
874.pt,0,0,0.00025450412067584693
875.pt,0,0,0.0011663867626339197
876.pt,0,0,0.01992199569940567
877.pt,1,1,0.9999794960021973
878.pt,1,1,0.9999560117721558
879.pt,0,0,0.0018213713774457574
880.pt,1,1,0.9999995231628418
881.pt,0,0,0.008976775221526623
882.pt,0,0,0.020870685577392578
883.pt,1,1,1.0
884.pt,0,0,0.011351371183991432
885.pt,0,0,0.006734248250722885
886.pt,0,0,0.0006763918208889663
887.pt,0,0,0.0004039014456793666
888.pt,0,0,0.0003438566636759788
889.pt,0,0,0.0004660497070290148
890.pt,0,0,0.0022665930446237326
891.pt,0,0,0.0005394390318542719
892.pt,0,0,0.00044082681415602565
893.pt,0,0,0.002462495118379593
894.pt,0,0,0.004710998851805925
895.pt,0,0,0.01098014134913683
896.pt,0,0,0.00011852829629788175
897.pt,0,0,0.0018558591837063432
898.pt,1,1,0.9989104270935059
899.pt,1,0,0.27012479305267334
900.pt,1,1,1.0
901.pt,1,1,0.9776974320411682
902.pt,1,1,1.0
903.pt,0,0,0.002540742279961705
904.pt,0,0,0.0007815429125912488
905.pt,0,0,0.0025888029485940933
906.pt,0,0,0.0015580878825858235
907.pt,1,1,0.9999961853027344
908.pt,1,1,0.9999375343322754
909.pt,0,0,0.0012173447757959366
910.pt,0,0,0.001493952819146216
911.pt,0,0,0.0007468897383660078
912.pt,0,0,0.0007435763254761696
913.pt,0,0,0.0013734350213781
914.pt,0,0,0.0014450859744101763
915.pt,0,0,0.0019431869732216
916.pt,0,0,0.002643353072926402
917.pt,0,0,0.0009012539521791041
918.pt,0,0,0.00999483186751604
919.pt,0,0,0.0012187800602987409
920.pt,0,0,0.006002873182296753
921.pt,0,0,0.002440026728436351
922.pt,0,0,0.0010328374337404966
923.pt,0,0,0.004332417156547308
924.pt,0,0,0.005388409830629826
925.pt,1,1,0.9985398054122925
926.pt,0,0,0.0005767786060459912
927.pt,0,0,0.024827953428030014
928.pt,0,0,0.0012490579392760992
929.pt,0,0,0.00219732616096735
930.pt,0,0,0.0026839515194296837
931.pt,0,0,0.014382335357367992
932.pt,0,0,0.002689304994419217
933.pt,0,0,0.005744412541389465
934.pt,0,0,0.010392109863460064
935.pt,0,0,0.000486593198729679
936.pt,0,0,0.002678165677934885
937.pt,0,0,0.0005125866155140102
938.pt,0,0,0.0012198106851428747
939.pt,0,0,0.00046150642447173595
940.pt,0,0,0.0007038312032818794
941.pt,0,0,0.0007653335342183709
942.pt,0,0,0.001934186671860516
943.pt,0,0,0.0005742610082961619
944.pt,0,0,0.00258597731590271
945.pt,0,0,0.003317865775898099
946.pt,0,0,0.0017941113328561187
947.pt,0,0,0.0012858459958806634
948.pt,0,0,0.0014220386510714889
949.pt,0,0,0.0009871211368590593
950.pt,0,0,0.018798410892486572
951.pt,0,0,0.015106438659131527
952.pt,0,0,0.002212864113971591
953.pt,0,0,0.0012039606226608157
954.pt,0,0,0.0031437415163964033
955.pt,0,0,0.0012141891056671739
956.pt,0,0,0.0005892077460885048
957.pt,0,0,0.0012763505801558495
958.pt,0,0,0.00044145339052192867
959.pt,0,0,0.002551786135882139
960.pt,0,0,0.004257339518517256
961.pt,0,0,0.002710930537432432
962.pt,0,0,0.0018450533971190453
963.pt,0,0,0.0010550583247095346
964.pt,0,0,0.001627289573661983
965.pt,0,0,0.0050787427462637424
966.pt,0,0,0.008360438048839569
967.pt,0,0,0.0025910113472491503
968.pt,0,0,0.0023663300089538097
969.pt,0,0,0.001904242322780192
970.pt,0,0,0.0012828538892790675
971.pt,0,0,0.0009871027432382107
972.pt,0,0,0.0013813870027661324
973.pt,1,0,0.43570005893707275
974.pt,1,1,0.5928224325180054
975.pt,0,0,0.0010319576831534505
976.pt,1,1,0.99994957447052
977.pt,1,1,1.0
978.pt,0,0,0.13358350098133087
979.pt,0,0,0.0006205033278092742
980.pt,0,0,0.0011309831170365214
981.pt,0,0,0.0004998970543965697
982.pt,0,0,0.0009820804698392749
983.pt,0,0,0.0008447059663012624
984.pt,0,0,0.0011112292995676398
985.pt,0,0,0.0053432537242770195
986.pt,0,0,0.0033904453739523888
987.pt,0,0,0.010129240341484547
988.pt,0,0,0.0016593695618212223
989.pt,0,0,0.0020997219253331423
990.pt,0,0,0.0013634338974952698
991.pt,0,0,0.000434383429819718
992.pt,0,0,0.0004907247493974864
993.pt,0,0,0.0005976707907393575
994.pt,0,0,0.0011216433485969901
995.pt,0,0,0.0008693909621797502
996.pt,0,0,0.0008309583063237369
997.pt,0,0,0.0007732950616627932
998.pt,0,0,0.002540897112339735
999.pt,0,0,0.00018020145944319665
